distortion_name,model_name,orig_label,orig_conf,dist_label,dist_conf,top1_match,confidence_delta,class_changed,param_sigma
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.36344707012176514,True,-0.011499077081680298,False,0.01
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.21752335131168365,True,-0.15742279589176178,False,0.060000000000000005
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 588,0.12152382731437683,False,-0.2534223198890686,True,0.11
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 588,0.2207181304693222,False,-0.15422801673412323,True,0.16000000000000003
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.12320936471223831,True,-0.2517367824912071,False,0.21000000000000002
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 478,0.12674380838871002,False,-0.2482023388147354,True,0.26
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 539,0.15068256855010986,False,-0.22426357865333557,True,0.31000000000000005
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 431,0.06762611865997314,False,-0.3073200285434723,True,0.36000000000000004
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 516,0.0878167524933815,False,-0.28712939471006393,True,0.41000000000000003
Гауссов шум,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 223,0.14773426949977875,False,-0.2272118777036667,True,0.46
