distortion_name,model_name,orig_label,orig_conf,dist_label,dist_conf,top1_match,confidence_delta,class_changed,param_sigma
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 285,0.14070935547351837,True,-0.013166770339012146,False,0.01
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 281,0.1680675894021988,False,0.014191463589668274,True,0.060000000000000005
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 281,0.12650206685066223,False,-0.027374058961868286,True,0.11
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 281,0.12169785797595978,False,-0.03217826783657074,True,0.16000000000000003
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 281,0.09640241414308548,False,-0.05747371166944504,True,0.21000000000000002
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 281,0.12446817010641098,False,-0.029407955706119537,True,0.26
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 281,0.12078594416379929,False,-0.03309018164873123,True,0.31000000000000005
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 285,0.11056696623563766,True,-0.04330915957689285,False,0.36000000000000004
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 285,0.11716285347938538,True,-0.03671327233314514,False,0.41000000000000003
Гауссов шум,EfficientNet-B0 ImageNet,Class 285,0.15387612581253052,Class 223,0.11318404972553253,False,-0.040692076086997986,True,0.46
