distortion_name,model_name,orig_label,orig_conf,dist_label,dist_conf,top1_match,confidence_delta,class_changed,param_brightness,param_contrast
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 644,0.03430990129709244,False,-0.340636245906353,True,-0.5,-0.5
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 644,0.03783821314573288,False,-0.33710793405771255,True,-0.5,-0.45
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 818,0.06573045998811722,False,-0.3092156872153282,True,-0.5,-0.4
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 854,0.6187562346458435,False,0.24381008744239807,True,-0.5,-0.35
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 854,0.41934913396835327,False,0.04440298676490784,True,-0.5,-0.3
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 854,0.13338150084018707,False,-0.24156464636325836,True,-0.5,-0.25
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 905,0.10350003093481064,False,-0.2714461162686348,True,-0.5,-0.19999999999999996
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 905,0.07879108935594559,False,-0.29615505784749985,True,-0.5,-0.14999999999999997
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 674,0.06274822354316711,False,-0.3121979236602783,True,-0.5,-0.09999999999999998
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 539,0.0670190081000328,False,-0.30792713910341263,True,-0.5,-0.04999999999999999
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 539,0.0801147073507309,False,-0.29483143985271454,True,-0.5,0.0
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.12838244438171387,True,-0.24656370282173157,False,-0.5,0.050000000000000044
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.24339190125465393,True,-0.1315542459487915,False,-0.5,0.10000000000000009
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.2875661849975586,True,-0.08737996220588684,False,-0.5,0.15000000000000002
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.28355005383491516,True,-0.09139609336853027,False,-0.5,0.20000000000000007
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.2966676652431488,True,-0.07827848196029663,False,-0.5,0.25
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.26512742042541504,True,-0.1098187267780304,False,-0.5,0.30000000000000004
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.2331038862466812,True,-0.14184226095676422,False,-0.5,0.3500000000000001
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.21649698913097382,True,-0.15844915807247162,False,-0.5,0.4
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.2043662965297699,True,-0.17057985067367554,False,-0.5,0.45000000000000007
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 285,0.1917000561952591,True,-0.18324609100818634,False,-0.5,0.5
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 644,0.03814473748207092,False,-0.3368014097213745,True,-0.45,-0.5
Яркость и контраст,ResNet-50 ImageNet,Class 285,0.37494614720344543,Class 818,0.0736578032374382,False,-0.30128834396600723,True,-0.45,-0.45
